modelname,foto,colorcode,fullmodelcode,model_id,group,subgroup,category,subcategory,status,season,colorname,service,first_date,cm,codes,Фотосессия 21-54,Фотосессия 21-55,Фотосессия 21-56,Фотосессия 21-57,Фотосессия 21-58,Фотосессия 21-59,Фотосессия 21-60,Фотосессия 21-61,Фотосессия 21-62,Фотосессия 21-63,Фотосессия 21-64,Фотосессия 21-65,Фотосессия 21-66,Фотосессия 21-67,Фотосессия 21-68,received,received_in_cogs,sales,sales_in_cogs,realization,days0,speed_of_sales,amount,margin,was_in_sale,stocks,cogs_x,stock_in_cogs,roa,roa1,roa2,days_w,sales_w,speed_of_sales_w,cover_w,2_a,"Москва, Долгоруковская, 40.",0_a,"Зал (Долгоруковская, 40)",Мск склад Новослободская,"Склад ""Единички"" (Москва, Долгоруковская, 40)",Транзит Москва - Новослободская,Транзит Б.Дорогомиловская - Долгоруковская,"Новая Коллекция (Долгоруковская, 40)",1_a,"Ремонт (Москва, Долгоруковская, 40)","Стирка (Долгоруковская, 40)","Брак (Москва, Долгоруковская, 40)",2_b,"Москва, Большая Дорогомиловская, д.8",0_b,"Зал продаж (Большая Дорогомиловская, 8)","Склад (Большая Дорогомиловская, 8)","Склад ""Единички"" (Большая Дорогомиловская, 8)",Транзит Москва - Дорогомиловская,Транзит Долгоруковская - Б.Дорогомиловская,"Новая Коллекция (Большая Дорогомиловская, 8)",1_b,"Ремонт (Большая Дорогомиловская, 8)","Стирка (Большая Дорогомиловская, 8)","Брак (Большая Дорогомиловская, 8)",2_c,Спб,0_c,"Склад (Спб, Фурштатская, 42)","Транзит Москва - Питер (Спб, распред.)","Зал продаж (Спб, Фурштатская, 42)","Склад Новая Коллекция (Спб, Фурштатская, 42)","Склад ""Единички"" (Спб, Фурштатская, 42)",Транзит Москва - Фурштатская,Транзит Казань - Питер,"Склад Новая Коллекция (Спб, Фурштатская, 42)","Сезон Хранение (Спб, распред.)","Склад ""Нижний"" (Спб, Фурштатская, 42)",1_c,"Ремонт (Спб, Фурштатская, 42)","Стирка (Спб, Фурштатская, 42)","Брак (Спб, Фурштатская, 42)",2_d,"Интернет магазин ""Look Online""",0_d,Склад (Интернет магазин Яковлев),Транзит Москва - ИМ,1_d,Зал продаж (Интернет магазин Яковлев),Стирка (Интернет магазин Яковлев),Ремонт (Интернет магазин Яковлев),Брак (Интернет магазин Яковлев),2_e,Основной магазин,0_e,Мск Склад ответ хранение  (Новый),Мск Сезонное хранение(Новый),Транзит Казань - Москва (Новый),Транзит Питер - Москва,Транзит Новослободская - Москва,Транзит Дорогомиловская - Москва,Транзит ИМ - Москва,Мск Контент склад (Новый),Фотосессия2,Мск на фотосессии (Новый),Склад Sale (центральный склад),Ответ Хран (Нью Лайн),Склад поступлений (ИП Шестаков),Склад поступлений (ИП Козлов),1_e,Склад списания,Мск Ремонт (Новый),Мск Брак (Новый),Товары для Киевской,Товары для Фурштатская,2_f,Китай,0_f,"Казань, Проспект Победы, 33",0_g,"Зал продаж (Казань, Проспект Победы, 33)","Зал продаж - обувь (Казань, Проспект Победы, 33)","Склад (Казань, Проспект Победы, 33)","Склад Лето Сезон Хран(Казань, Проспект Победы, 33)","Сезонное хранение (Казань, Проспект Победы, 33)","Склад ""Единички"" (Казань, Проспект Победы, 33)",Транзит Москва - Казань (Новый),Транзит Питер - Казань,"Новая Коллекция (Казань, Проспект Победы, 33)","Склад Sale (Казань, Проспект Победы, 33)",1_g,Транзит Брак Москва - Казань,"Уценка (Казань, Проспект Победы, 33)","Стирка (Казань, Проспект Победы, 33)","Ремонт (Казань, Проспект Победы, 33)",2_h,"Казань, Декабристов, 8",0_h,"Зал продаж (Казань, Декабристов, 8)","Зал продаж - обувь (Казань, Декабристов, 8)","Сезонное хранение (Казань, Декабристов, 8)","Склад (Казань, Декабристов, 8)","Склад Лето Сезон Хран(Казань, Декабристов, 8)","Новая Коллекция (Казань, Декабристов, 8)","Склад ""Единички"" (Казань, Декабристов, 8)",1_h,"Ремонт (Казань, Декабристов, 8)",2_i,Маркетплейсы,0_i,Склад (wildberries),"Подсорт ""Wildberries""",1_i,Итого,firstprice,firstadd,cogs_y,sal,addsale,sale,curadd,currentpr,provider
Шорты с подворотом 2пуговицы,91882742-c747-11ea-9107-7085c281e0ea,,1WHC/006767,ЦБ-00001524,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Серый,ЦБ-00001524;Серый,2020-07-31 ,1,"24639, 24640, 24641",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,412.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0,0.0,1490.0,2.62,412.0,-50.0,,1.0,0.82,749.0,Баярма
Шорты с подворотом в полоску,a6311906-c2b1-11ea-9107-7085c281e0ea,,1WHC/006748,ЦБ-00001500,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Пудра,ЦБ-00001500;Пудра,2020-08-07 ,1,"24750, 24751",,,,,,,,,,,,,,,,1,450.0,0.0,,,9.0,0.0,,,1,1.0,450.0,450.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,1.0,1490.0,2.31,450.0,-50.0,,1.0,0.66,749.0,"ООО ""Эс энд Эй"""
Шорты с подворотом в полоску,a6311906-c2b1-11ea-9107-7085c281e0ea,,1WHC/006748,ЦБ-00001500,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Серый,ЦБ-00001500;Серый,2020-07-28 ,1,"24549, 24550",,,,,,,,,,,,,,,,1,450.0,1.0,450.0,,3.0,0.3333333333333333,589.0,139.0,1,0.0,450.0,,,,,7.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1490.0,2.31,450.0,-50.0,-60.0,1.0,0.66,749.0,"ООО ""Эс энд Эй"""
Шорты с подворотом и боковыми карманами,797966a1-9f5e-11ea-9107-7085c281e0ea,,1WHC/006587,ЦБ-00001344,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 5,,Кофе,ЦБ-00001344;Кофе,2020-06-23 ,1,"23933, 23934, 23935",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,337.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,3.42,337.0,0.0,,0.0,3.42,1490.0,Баярма
Шорты с подворотом и карманами,c197ed91-0725-11eb-910e-7085c281e0ea,,1WHC/007057,ЦБ-00001931,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 19,,Черный,ЦБ-00001931;Черный,2020-10-16 ,1,"25659, 25660",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,879.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,2290.0,1.61,879.0,-50.0,,1.0,0.31,1149.0,Баярма
Шорты с подворотом на защипах,44a54aa1-bd3f-11ea-9107-7085c281e0ea,,1WHC/006705,ЦБ-00001462,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,,,Черный,ЦБ-00001462;Черный,2020-07-14 ,1,"24418, 24419, 24420, 24421",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,334.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,1390.0,3.16,334.0,-50.0,,1.0,1.09,699.0,Баярма
Шорты с подворотом однотонные,3990e3a5-c2cc-11ea-9107-7085c281e0ea,,1WHC/006743,ЦБ-00001506,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,,,Бежевый,ЦБ-00001506;Бежевый,2020-07-31 ,1,"24563, 24564, 24565, 24566",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,379.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0,0.0,1290.0,2.4,379.0,-50.0,,1.0,0.71,649.0,Баярма
Шорты с подворотом однотонные,3990e3a5-c2cc-11ea-9107-7085c281e0ea,,1WHC/006743,ЦБ-00001506,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Белый,ЦБ-00001506;Белый,2020-07-31 ,1,"24559, 24560, 24561, 24562",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,379.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,1290.0,2.4,379.0,-50.0,,1.0,0.71,649.0,Баярма
Шорты с подворотом свободного кроя,d233deb0-c2b0-11ea-9107-7085c281e0ea,,1WHC/006747,ЦБ-00001499,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Светлый графит,ЦБ-00001499;Светлый графит,2020-07-28 ,1,"24545, 24546",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,450.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,1490.0,2.31,450.0,-50.0,,1.0,0.66,749.0,"ООО ""Эс энд Эй"""
Шорты с подворотом свободного кроя,d233deb0-c2b0-11ea-9107-7085c281e0ea,,1WHC/006747,ЦБ-00001499,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Темно-пудровый,ЦБ-00001499;Темно-пудровый,2020-07-28 ,1,"24547, 24548",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,450.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,1490.0,2.31,450.0,-50.0,,1.0,0.66,749.0,"ООО ""Эс энд Эй"""
Шорты с ремнем свободного кроя,aca477e4-c74f-11ea-9107-7085c281e0ea,,1WHC/006773,ЦБ-00001530,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Хаки,ЦБ-00001530;Хаки,2020-08-14 ,1,"24662, 24663, 24664",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,613.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,0.0,0.0,1590.0,1.59,613.0,-50.0,,1.0,0.3,799.0,Баярма
Шорты с ремнем свободные под мелкий вельвет,97ead474-22af-11ea-9103-7085c281e0ea,,1WHC/006366,ЦБ-00000817,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 1,,Черный,ЦБ-00000817;Черный,2020-05-19 ,1,"21293, 21294, 21295, 21296",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,261.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,2.79,261.0,0.0,,0.0,2.79,990.0,ФАСТ ИМПОРТ ООО
Шорты с текст.ремнем и накладными карманами,5bb5a2d8-22b3-11ea-9103-7085c281e0ea,,1WHC/006350,ЦБ-00000821,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Сезон,,Серый,ЦБ-00000821;Серый,2020-03-16 ,1,"21304, 21305, 21306, 21307",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,552.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,1090.0,0.97,552.0,-50.0,,1.0,-0.01,549.0,ФАСТ ИМПОРТ ООО
Шорты с текстильным ремнем,f789a857-bd3d-11ea-9107-7085c281e0ea,,1WHC/006704,ЦБ-00001461,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_023,,Хаки,ЦБ-00001461;Хаки,2020-07-17 ,1,"24406, 24407, 24408, 24409",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,315.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,1390.0,3.41,315.0,-50.0,,1.0,1.22,699.0,Баярма
Шорты свободного кроя на резинке 1,effc552a-dfd2-11eb-9112-7085c281e0ea,,1WHC/008672,ЦБ-00003148,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_057,,Голубой,ЦБ-00003148;Голубой,2021-07-23 ,1,"29438, 29439",,,,2021-07-23,,,,,,,,,,,,208,92976.0,196.0,87612.0,0.94,41.0,4.780487804878049,263569.0,175957.0,1,12.0,447.0,5364.0,1.89,,,7.0,12.0,1.7142857142857142,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1390.0,2.11,447.0,-32.0,-2.0,1.0,1.12,949.0,Баярма
Шорты свободного кроя принт зебра,449182aa-d4c1-11eb-9112-7085c281e0ea,,1WHC/008602,ЦБ-00003078,1. Одежда,1.1 Поясные,1.1.3 Шорты,1.1.3.2 Шорты casual,Фотосессия 21_055,,Белый,ЦБ-00003078;Белый,2021-07-16 ,1,29251,,2021-07-16,,,,,,,,,,,,,,97,54999.0,93.0,52731.0,0.96,42.0,2.2142857142857144,153842.0,101111.0,1,4.0,567.0,2268.0,1.84,,,7.0,2.0,0.2857142857142857,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1990.0,2.51,567.0,-50.0,-17.0,1.0,0.76,999.0,Баярма
